timestamp,method_id,hex_method_id,method_name,role,payload_source,payload_label,payload_hex,payload_len,trial_index,reset_payload_hex,reset_after_payload_hex,before_payload_hex,response_received,msg_type,retcode,verdict,latency_ms,response_payload_hex,after_payload_hex,state_changed,reset_equivalent,non_trivial_state_effect,error
14:01:25.735,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,1,,,,True,0x80,0x00,normal_response,23.936,40900000,,,,,
14:01:25.759,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,2,,,,True,0x80,0x00,normal_response,24.225,40900000,,,,,
14:01:25.773,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,3,,,,True,0x80,0x00,normal_response,12.706,40900000,,,,,
14:01:25.781,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,4,,,,True,0x80,0x00,normal_response,7.924,40900000,,,,,
14:01:25.796,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,5,,,,True,0x80,0x00,normal_response,14.427,40900000,,,,,
14:01:25.819,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,6,,,,True,0x80,0x00,normal_response,22.068,40900000,,,,,
14:01:25.841,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,7,,,,True,0x80,0x00,normal_response,21.488,40900000,,,,,
14:01:25.850,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,8,,,,True,0x80,0x00,normal_response,7.966,40900000,,,,,
14:01:25.862,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,9,,,,True,0x80,0x00,normal_response,11.276,40900000,,,,,
14:01:25.870,1,0x0001,getConsumptionAttribute,getter,getter_sanity,empty,,0,10,,,,True,0x80,0x00,normal_response,6.971,40900000,,,,,
14:01:25.878,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,1,,,,True,0x80,0x00,normal_response,7.266,40900000,,,,,
14:01:25.886,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,2,,,,True,0x80,0x00,normal_response,6.652,40900000,,,,,
14:01:25.893,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,3,,,,True,0x80,0x00,normal_response,6.696,40900000,,,,,
14:01:25.901,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,4,,,,True,0x80,0x00,normal_response,6.814,40900000,,,,,
14:01:25.908,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,5,,,,True,0x80,0x00,normal_response,6.552,40900000,,,,,
14:01:25.916,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,6,,,,True,0x80,0x00,normal_response,6.542,40900000,,,,,
14:01:25.923,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,7,,,,True,0x80,0x00,normal_response,6.931,40900000,,,,,
14:01:25.931,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,8,,,,True,0x80,0x00,normal_response,7.052,40900000,,,,,
14:01:25.938,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,9,,,,True,0x80,0x00,normal_response,6.460,40900000,,,,,
14:01:25.946,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_1,00,1,10,,,,True,0x80,0x00,normal_response,6.639,40900000,,,,,
14:01:25.953,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,1,,,,True,0x80,0x00,normal_response,6.513,40900000,,,,,
14:01:25.961,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,2,,,,True,0x80,0x00,normal_response,6.690,40900000,,,,,
14:01:25.968,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,3,,,,True,0x80,0x00,normal_response,6.382,40900000,,,,,
14:01:25.976,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,4,,,,True,0x80,0x00,normal_response,6.579,40900000,,,,,
14:01:25.983,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,5,,,,True,0x80,0x00,normal_response,6.471,40900000,,,,,
14:01:25.990,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,6,,,,True,0x80,0x00,normal_response,6.510,40900000,,,,,
14:01:25.998,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,7,,,,True,0x80,0x00,normal_response,6.589,40900000,,,,,
14:01:26.006,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,8,,,,True,0x80,0x00,normal_response,6.909,40900000,,,,,
14:01:26.013,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,9,,,,True,0x80,0x00,normal_response,6.490,40900000,,,,,
14:01:26.020,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_2,0000,2,10,,,,True,0x80,0x00,normal_response,6.499,40900000,,,,,
14:01:26.028,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,1,,,,True,0x80,0x00,normal_response,6.549,40900000,,,,,
14:01:26.035,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,2,,,,True,0x80,0x00,normal_response,6.447,40900000,,,,,
14:01:26.042,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,3,,,,True,0x80,0x00,normal_response,6.530,40900000,,,,,
14:01:26.050,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,4,,,,True,0x80,0x00,normal_response,6.555,40900000,,,,,
14:01:26.057,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,5,,,,True,0x80,0x00,normal_response,6.634,40900000,,,,,
14:01:26.064,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,6,,,,True,0x80,0x00,normal_response,6.592,40900000,,,,,
14:01:26.072,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,7,,,,True,0x80,0x00,normal_response,6.597,40900000,,,,,
14:01:26.080,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,8,,,,True,0x80,0x00,normal_response,6.662,40900000,,,,,
14:01:26.087,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,9,,,,True,0x80,0x00,normal_response,6.422,40900000,,,,,
14:01:26.094,1,0x0001,getConsumptionAttribute,getter,getter_sanity,zero_4,00000000,4,10,,,,True,0x80,0x00,normal_response,6.512,40900000,,,,,
14:01:26.102,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,1,,,,True,0x80,0x00,normal_response,6.599,40900000,,,,,
14:01:26.109,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,2,,,,True,0x80,0x00,normal_response,6.545,40900000,,,,,
14:01:26.117,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,3,,,,True,0x80,0x00,normal_response,6.529,40900000,,,,,
14:01:26.124,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,4,,,,True,0x80,0x00,normal_response,6.531,40900000,,,,,
14:01:26.131,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,5,,,,True,0x80,0x00,normal_response,6.476,40900000,,,,,
14:01:26.139,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,6,,,,True,0x80,0x00,normal_response,6.617,40900000,,,,,
14:01:26.146,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,7,,,,True,0x80,0x00,normal_response,6.423,40900000,,,,,
14:01:26.153,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,8,,,,True,0x80,0x00,normal_response,6.499,40900000,,,,,
14:01:26.161,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,9,,,,True,0x80,0x00,normal_response,6.958,40900000,,,,,
14:01:26.168,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_1,ff,1,10,,,,True,0x80,0x00,normal_response,6.472,40900000,,,,,
14:01:26.175,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,1,,,,True,0x80,0x00,normal_response,6.444,40900000,,,,,
14:01:26.183,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,2,,,,True,0x80,0x00,normal_response,6.410,40900000,,,,,
14:01:26.190,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,3,,,,True,0x80,0x00,normal_response,6.778,40900000,,,,,
14:01:26.198,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,4,,,,True,0x80,0x00,normal_response,6.628,40900000,,,,,
14:01:26.205,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,5,,,,True,0x80,0x00,normal_response,6.406,40900000,,,,,
14:01:26.212,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,6,,,,True,0x80,0x00,normal_response,6.358,40900000,,,,,
14:01:26.219,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,7,,,,True,0x80,0x00,normal_response,6.344,40900000,,,,,
14:01:26.226,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,8,,,,True,0x80,0x00,normal_response,6.534,40900000,,,,,
14:01:26.234,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,9,,,,True,0x80,0x00,normal_response,6.484,40900000,,,,,
14:01:26.241,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_2,ffff,2,10,,,,True,0x80,0x00,normal_response,6.548,40900000,,,,,
14:01:26.248,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,1,,,,True,0x80,0x00,normal_response,6.464,40900000,,,,,
14:01:26.256,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,2,,,,True,0x80,0x00,normal_response,7.257,40900000,,,,,
14:01:26.264,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,3,,,,True,0x80,0x00,normal_response,6.673,40900000,,,,,
14:01:26.271,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,4,,,,True,0x80,0x00,normal_response,6.468,40900000,,,,,
14:01:26.279,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,5,,,,True,0x80,0x00,normal_response,6.551,40900000,,,,,
14:01:26.286,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,6,,,,True,0x80,0x00,normal_response,6.836,40900000,,,,,
14:01:26.293,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,7,,,,True,0x80,0x00,normal_response,6.495,40900000,,,,,
14:01:26.301,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,8,,,,True,0x80,0x00,normal_response,6.682,40900000,,,,,
14:01:26.308,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,9,,,,True,0x80,0x00,normal_response,6.423,40900000,,,,,
14:01:26.315,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ff_4,ffffffff,4,10,,,,True,0x80,0x00,normal_response,6.196,40900000,,,,,
14:01:26.322,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ones_4,01010101,4,1,,,,True,0x80,0x00,normal_response,5.999,40900000,,,,,
14:01:26.328,1,0x0001,getConsumptionAttribute,getter,getter_sanity,ones_4,01010101,4,2,,,,True,0x80,0x00,normal_response,5.978,40900000,,,,,
