timestamp,payload_source,payload_label,method_id,hex_method_id,method_name,payload_hex,payload_len,trial_index,reset_payload_hex,reset_after_payload_hex,before_payload_hex,response_received,msg_type,retcode,verdict,latency_ms,response_payload_hex,after_payload_hex,state_changed,reset_equivalent,non_trivial_state_effect,error
14:48:37.184,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,1,02020202,00000000,00000000,True,0x80,0x00,normal_response,41.289,,01010101,True,False,True,
14:48:37.221,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,2,02020202,00000000,00000000,True,0x80,0x00,normal_response,36.646,,01010101,True,False,True,
14:48:37.259,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,3,02020202,00000000,00000000,True,0x80,0x00,normal_response,37.884,,01010101,True,False,True,
14:48:37.297,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,4,02020202,00000000,00000000,True,0x80,0x00,normal_response,37.396,,01010101,True,False,True,
14:48:37.334,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,5,02020202,00000000,00000000,True,0x80,0x00,normal_response,36.834,,01010101,True,False,True,
14:48:37.371,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,6,02020202,00000000,00000000,True,0x80,0x00,normal_response,37.486,,01010101,True,False,True,
14:48:37.409,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,7,02020202,00000000,00000000,True,0x80,0x00,normal_response,37.246,,01010101,True,False,True,
14:48:37.445,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,8,02020202,00000000,00000000,True,0x80,0x00,normal_response,36.730,,01010101,True,False,True,
14:48:37.478,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,9,02020202,00000000,00000000,True,0x80,0x00,normal_response,32.545,,01010101,True,False,True,
14:48:37.511,llm_example,open_all,14,0x000e,changeDoorsState,01010101,4,10,02020202,00000000,00000000,True,0x80,0x00,normal_response,32.693,,01010101,True,False,True,
14:48:37.542,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,1,02020202,00000000,00000000,True,0x80,0x00,normal_response,31.327,,00000000,False,True,False,
14:48:37.573,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,2,02020202,00000000,00000000,True,0x80,0x00,normal_response,30.405,,00000000,False,True,False,
14:48:37.603,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,3,02020202,00000000,00000000,True,0x80,0x00,normal_response,30.267,,00000000,False,True,False,
14:48:37.634,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,4,02020202,00000000,00000000,True,0x80,0x00,normal_response,30.985,,00000000,False,True,False,
14:48:37.665,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,5,02020202,00000000,00000000,True,0x80,0x00,normal_response,30.466,,00000000,False,True,False,
14:48:37.698,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,6,02020202,00000000,00000000,True,0x80,0x00,normal_response,33.484,,00000000,False,True,False,
14:48:37.733,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,7,02020202,00000000,00000000,True,0x80,0x00,normal_response,34.485,,00000000,False,True,False,
14:48:37.769,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,8,02020202,00000000,00000000,True,0x80,0x00,normal_response,36.614,,00000000,False,True,False,
14:48:37.799,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,9,02020202,00000000,00000000,True,0x80,0x00,normal_response,29.765,,00000000,False,True,False,
14:48:37.827,llm_example,close_all_reset_equivalent,14,0x000e,changeDoorsState,02020202,4,10,02020202,00000000,00000000,True,0x80,0x00,normal_response,27.984,,00000000,False,True,False,
14:48:37.854,llm_example,nothing,14,0x000e,changeDoorsState,00000000,4,1,02020202,00000000,00000000,True,0x80,0x00,normal_response,26.928,,00000000,False,True,False,
14:48:37.881,llm_example,nothing,14,0x000e,changeDoorsState,00000000,4,2,02020202,00000000,00000000,True,0x80,0x00,normal_response,26.844,,00000000,False,True,False,
14:48:37.908,llm_example,nothing,14,0x000e,changeDoorsState,00000000,4,3,02020202,00000000,00000000,True,0x80,0x00,normal_response,26.525,,00000000,False,True,False,
14:48:37.936,llm_example,nothing,14,0x000e,changeDoorsState,00000000,4,4,02020202,00000000,00000000,True,0x80,0x00,normal_response,27.830,,00000000,False,True,False,
14:48:37.962,llm_example,nothing,14,0x000e,changeDoorsState,00000000,4,5,02020202,00000000,00000000,True,0x80,0x00,normal_response,26.688,,00000000,False,True,False,
14:48:37.989,llm_example,nothing,14,0x000e,changeDoorsState,00000000,4,6,02020202,00000000,00000000,True,0x80,0x00,normal_response,26.290,,00000000,False,True,False,
