timestamp,payload_source,payload_label,method_id,hex_method_id,method_name,payload_hex,payload_len,trial_index,reset_payload_hex,reset_after_payload_hex,before_payload_hex,response_received,msg_type,retcode,verdict,latency_ms,response_payload_hex,after_payload_hex,state_changed,reset_equivalent,non_trivial_state_effect,error
14:52:00.583,llm_feedback,m10_status_off_zero,10,0x000a,setSeatHeatingStatus,00000000,4,1,00000000,00000000,00000000,True,0x80,0x00,normal_response,38.682,00000000,00000000,False,True,False,
14:52:00.616,llm_feedback,m10_status_off_zero,10,0x000a,setSeatHeatingStatus,00000000,4,2,00000000,00000000,00000000,True,0x80,0x00,normal_response,32.626,00000000,00000000,False,True,False,
14:52:00.648,llm_feedback,m10_status_off_zero,10,0x000a,setSeatHeatingStatus,00000000,4,3,00000000,00000000,00000000,True,0x80,0x00,normal_response,31.924,00000000,00000000,False,True,False,
14:52:00.688,llm_feedback,m10_status_on_u32,10,0x000a,setSeatHeatingStatus,00000001,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,39.719,,00000000,False,True,False,
14:52:00.720,llm_feedback,m10_status_on_u32,10,0x000a,setSeatHeatingStatus,00000001,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,31.920,,00000000,False,True,False,
14:52:00.752,llm_feedback,m10_status_on_u32,10,0x000a,setSeatHeatingStatus,00000001,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,31.829,,00000000,False,True,False,
14:52:00.785,llm_feedback,m10_status_on_byte,10,0x000a,setSeatHeatingStatus,01,1,1,00000000,00000000,00000000,True,0x81,0x09,error_response,32.962,,00000000,False,True,False,
14:52:00.819,llm_feedback,m10_status_on_byte,10,0x000a,setSeatHeatingStatus,01,1,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.727,,00000000,False,True,False,
14:52:00.864,llm_feedback,m10_status_on_byte,10,0x000a,setSeatHeatingStatus,01,1,3,00000000,00000000,00000000,True,0x81,0x09,error_response,36.686,,00000000,False,True,False,
14:52:00.896,llm_feedback,m10_status_off_byte,10,0x000a,setSeatHeatingStatus,00,1,1,00000000,00000000,00000000,True,0x81,0x09,error_response,31.973,,00000000,False,True,False,
14:52:00.929,llm_feedback,m10_status_off_byte,10,0x000a,setSeatHeatingStatus,00,1,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.243,,00000000,False,True,False,
14:52:00.961,llm_feedback,m10_status_off_byte,10,0x000a,setSeatHeatingStatus,00,1,3,00000000,00000000,00000000,True,0x81,0x09,error_response,32.031,,00000000,False,True,False,
14:52:00.995,llm_feedback,m10_status_true_bool_pad,10,0x000a,setSeatHeatingStatus,01000000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,33.320,,00000000,False,True,False,
14:52:01.028,llm_feedback,m10_status_true_bool_pad,10,0x000a,setSeatHeatingStatus,01000000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.172,,00000000,False,True,False,
14:52:01.061,llm_feedback,m10_status_true_bool_pad,10,0x000a,setSeatHeatingStatus,01000000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,32.710,,00000000,False,True,False,
14:52:01.098,llm_feedback,m10_suffix_zero_01000000,10,0x000a,setSeatHeatingStatus,0100000000,5,1,00000000,00000000,00000000,True,0x81,0x09,error_response,37.134,,00000000,False,True,False,
14:52:01.144,llm_feedback,m10_suffix_zero_01000000,10,0x000a,setSeatHeatingStatus,0100000000,5,2,00000000,00000000,00000000,True,0x81,0x09,error_response,34.163,,00000000,False,True,False,
14:52:01.176,llm_feedback,m10_suffix_zero_01000000,10,0x000a,setSeatHeatingStatus,0100000000,5,3,00000000,00000000,00000000,True,0x81,0x09,error_response,31.558,,00000000,False,True,False,
14:52:01.212,llm_feedback,m10_suffix_ff_01000000,10,0x000a,setSeatHeatingStatus,01000000ff,5,1,00000000,00000000,00000000,True,0x81,0x09,error_response,35.538,,00000000,False,True,False,
14:52:01.244,llm_feedback,m10_suffix_ff_01000000,10,0x000a,setSeatHeatingStatus,01000000ff,5,2,00000000,00000000,00000000,True,0x81,0x09,error_response,32.018,,00000000,False,True,False,
14:52:01.278,llm_feedback,m10_suffix_ff_01000000,10,0x000a,setSeatHeatingStatus,01000000ff,5,3,00000000,00000000,00000000,True,0x81,0x09,error_response,34.563,,00000000,False,True,False,
14:52:01.311,llm_feedback,m10_prefix_zero_01000000,10,0x000a,setSeatHeatingStatus,0001000000,5,1,00000000,00000000,00000000,True,0x81,0x09,error_response,32.614,,00000000,False,True,False,
14:52:01.344,llm_feedback,m10_prefix_zero_01000000,10,0x000a,setSeatHeatingStatus,0001000000,5,2,00000000,00000000,00000000,True,0x81,0x09,error_response,32.766,,00000000,False,True,False,
14:52:01.379,llm_feedback,m10_prefix_zero_01000000,10,0x000a,setSeatHeatingStatus,0001000000,5,3,00000000,00000000,00000000,True,0x81,0x09,error_response,34.495,,00000000,False,True,False,
14:52:01.417,llm_feedback,m10_prefix_ff_01000000,10,0x000a,setSeatHeatingStatus,ff01000000,5,1,00000000,00000000,00000000,True,0x81,0x09,error_response,35.179,,00000000,False,True,False,
14:52:01.452,llm_feedback,m10_prefix_ff_01000000,10,0x000a,setSeatHeatingStatus,ff01000000,5,2,00000000,00000000,00000000,True,0x81,0x09,error_response,34.710,,00000000,False,True,False,
14:52:01.487,llm_feedback,m10_prefix_ff_01000000,10,0x000a,setSeatHeatingStatus,ff01000000,5,3,00000000,00000000,00000000,True,0x81,0x09,error_response,35.189,,00000000,False,True,False,
14:52:01.519,llm_feedback,m10_double_01000000,10,0x000a,setSeatHeatingStatus,0100000001000000,8,1,00000000,00000000,00000000,True,0x81,0x09,error_response,32.017,,00000000,False,True,False,
14:52:01.553,llm_feedback,m10_double_01000000,10,0x000a,setSeatHeatingStatus,0100000001000000,8,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.675,,00000000,False,True,False,
14:52:01.585,llm_feedback,m10_double_01000000,10,0x000a,setSeatHeatingStatus,0100000001000000,8,3,00000000,00000000,00000000,True,0x81,0x09,error_response,32.254,,00000000,False,True,False,
14:52:01.620,llm_feedback,m10_trunc2_01000000,10,0x000a,setSeatHeatingStatus,0100,2,1,00000000,00000000,00000000,True,0x81,0x09,error_response,34.697,,00000000,False,True,False,
14:52:01.659,llm_feedback,m10_trunc2_01000000,10,0x000a,setSeatHeatingStatus,0100,2,2,00000000,00000000,00000000,True,0x81,0x09,error_response,39.467,,00000000,False,True,False,
14:52:01.698,llm_feedback,m10_trunc2_01000000,10,0x000a,setSeatHeatingStatus,0100,2,3,00000000,00000000,00000000,True,0x81,0x09,error_response,35.475,,00000000,False,True,False,
14:52:01.734,llm_feedback,m10_trunc3_01000000,10,0x000a,setSeatHeatingStatus,010000,3,1,00000000,00000000,00000000,True,0x81,0x09,error_response,36.146,,00000000,False,True,False,
14:52:01.768,llm_feedback,m10_trunc3_01000000,10,0x000a,setSeatHeatingStatus,010000,3,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.869,,00000000,False,True,False,
14:52:01.801,llm_feedback,m10_trunc3_01000000,10,0x000a,setSeatHeatingStatus,010000,3,3,00000000,00000000,00000000,True,0x81,0x09,error_response,32.200,,00000000,False,True,False,
14:52:01.835,llm_feedback,m10_byte0_2_01000000,10,0x000a,setSeatHeatingStatus,02000000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,34.525,,00000000,False,True,False,
14:52:01.869,llm_feedback,m10_byte0_2_01000000,10,0x000a,setSeatHeatingStatus,02000000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,34.063,,00000000,False,True,False,
14:52:01.903,llm_feedback,m10_byte0_2_01000000,10,0x000a,setSeatHeatingStatus,02000000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,33.475,,00000000,False,True,False,
14:52:01.935,llm_feedback,m10_byte0_3_01000000,10,0x000a,setSeatHeatingStatus,03000000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,31.858,,00000000,False,True,False,
14:52:01.981,llm_feedback,m10_byte0_3_01000000,10,0x000a,setSeatHeatingStatus,03000000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,34.645,,00000000,False,True,False,
14:52:02.016,llm_feedback,m10_byte0_3_01000000,10,0x000a,setSeatHeatingStatus,03000000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,35.513,,00000000,False,True,False,
14:52:02.054,llm_feedback,m10_byte0_255_01000000,10,0x000a,setSeatHeatingStatus,ff000000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,37.104,,00000000,False,True,False,
14:52:02.089,llm_feedback,m10_byte0_255_01000000,10,0x000a,setSeatHeatingStatus,ff000000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,35.717,,00000000,False,True,False,
14:52:02.129,llm_feedback,m10_byte0_255_01000000,10,0x000a,setSeatHeatingStatus,ff000000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,39.846,,00000000,False,True,False,
14:52:02.165,llm_feedback,m10_byte1_1_01000000,10,0x000a,setSeatHeatingStatus,01010000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,35.951,,00000000,False,True,False,
14:52:02.197,llm_feedback,m10_byte1_1_01000000,10,0x000a,setSeatHeatingStatus,01010000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,31.830,,00000000,False,True,False,
14:52:02.234,llm_feedback,m10_byte1_1_01000000,10,0x000a,setSeatHeatingStatus,01010000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,34.634,,00000000,False,True,False,
14:52:02.272,llm_feedback,m10_byte1_2_01000000,10,0x000a,setSeatHeatingStatus,01020000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,36.976,,00000000,False,True,False,
14:52:02.304,llm_feedback,m10_byte1_2_01000000,10,0x000a,setSeatHeatingStatus,01020000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,32.680,,00000000,False,True,False,
14:52:02.336,llm_feedback,m10_byte1_2_01000000,10,0x000a,setSeatHeatingStatus,01020000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,31.399,,00000000,False,True,False,
14:52:02.371,llm_feedback,m10_byte1_3_01000000,10,0x000a,setSeatHeatingStatus,01030000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,34.946,,00000000,False,True,False,
14:52:02.409,llm_feedback,m10_byte1_3_01000000,10,0x000a,setSeatHeatingStatus,01030000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,37.630,,00000000,False,True,False,
14:52:02.446,llm_feedback,m10_byte1_3_01000000,10,0x000a,setSeatHeatingStatus,01030000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,36.892,,00000000,False,True,False,
14:52:02.479,llm_feedback,m10_byte1_255_01000000,10,0x000a,setSeatHeatingStatus,01ff0000,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,33.205,,00000000,False,True,False,
14:52:02.515,llm_feedback,m10_byte1_255_01000000,10,0x000a,setSeatHeatingStatus,01ff0000,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.997,,00000000,False,True,False,
14:52:02.555,llm_feedback,m10_byte1_255_01000000,10,0x000a,setSeatHeatingStatus,01ff0000,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,39.953,,00000000,False,True,False,
14:52:02.594,llm_feedback,m10_byte2_1_01000000,10,0x000a,setSeatHeatingStatus,01000100,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,38.761,,00000000,False,True,False,
14:52:02.628,llm_feedback,m10_byte2_1_01000000,10,0x000a,setSeatHeatingStatus,01000100,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.474,,00000000,False,True,False,
14:52:02.663,llm_feedback,m10_byte2_1_01000000,10,0x000a,setSeatHeatingStatus,01000100,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,34.789,,00000000,False,True,False,
14:52:02.700,llm_feedback,m10_byte2_2_01000000,10,0x000a,setSeatHeatingStatus,01000200,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,37.544,,00000000,False,True,False,
14:52:02.734,llm_feedback,m10_byte2_2_01000000,10,0x000a,setSeatHeatingStatus,01000200,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.708,,00000000,False,True,False,
14:52:02.771,llm_feedback,m10_byte2_2_01000000,10,0x000a,setSeatHeatingStatus,01000200,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,35.480,,00000000,False,True,False,
14:52:02.812,llm_feedback,m10_byte2_3_01000000,10,0x000a,setSeatHeatingStatus,01000300,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,41.285,,00000000,False,True,False,
14:52:02.845,llm_feedback,m10_byte2_3_01000000,10,0x000a,setSeatHeatingStatus,01000300,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,32.858,,00000000,False,True,False,
14:52:02.880,llm_feedback,m10_byte2_3_01000000,10,0x000a,setSeatHeatingStatus,01000300,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,34.805,,00000000,False,True,False,
14:52:02.918,llm_feedback,m10_byte2_255_01000000,10,0x000a,setSeatHeatingStatus,0100ff00,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,38.095,,00000000,False,True,False,
14:52:02.953,llm_feedback,m10_byte2_255_01000000,10,0x000a,setSeatHeatingStatus,0100ff00,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,34.369,,00000000,False,True,False,
14:52:02.986,llm_feedback,m10_byte2_255_01000000,10,0x000a,setSeatHeatingStatus,0100ff00,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,33.688,,00000000,False,True,False,
14:52:03.020,llm_feedback,m10_byte3_1_01000000,10,0x000a,setSeatHeatingStatus,01000001,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,32.981,,00000000,False,True,False,
14:52:03.056,llm_feedback,m10_byte3_1_01000000,10,0x000a,setSeatHeatingStatus,01000001,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,35.864,,00000000,False,True,False,
14:52:03.093,llm_feedback,m10_byte3_1_01000000,10,0x000a,setSeatHeatingStatus,01000001,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,36.047,,00000000,False,True,False,
14:52:03.127,llm_feedback,m10_byte3_2_01000000,10,0x000a,setSeatHeatingStatus,01000002,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,34.374,,00000000,False,True,False,
14:52:03.160,llm_feedback,m10_byte3_2_01000000,10,0x000a,setSeatHeatingStatus,01000002,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.158,,00000000,False,True,False,
14:52:03.199,llm_feedback,m10_byte3_2_01000000,10,0x000a,setSeatHeatingStatus,01000002,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,38.301,,00000000,False,True,False,
14:52:03.231,llm_feedback,m10_byte3_3_01000000,10,0x000a,setSeatHeatingStatus,01000003,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,31.851,,00000000,False,True,False,
14:52:03.265,llm_feedback,m10_byte3_3_01000000,10,0x000a,setSeatHeatingStatus,01000003,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,33.834,,00000000,False,True,False,
14:52:03.304,llm_feedback,m10_byte3_3_01000000,10,0x000a,setSeatHeatingStatus,01000003,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,37.887,,00000000,False,True,False,
14:52:03.338,llm_feedback,m10_byte3_255_01000000,10,0x000a,setSeatHeatingStatus,010000ff,4,1,00000000,00000000,00000000,True,0x81,0x09,error_response,33.737,,00000000,False,True,False,
14:52:03.371,llm_feedback,m10_byte3_255_01000000,10,0x000a,setSeatHeatingStatus,010000ff,4,2,00000000,00000000,00000000,True,0x81,0x09,error_response,32.878,,00000000,False,True,False,
14:52:03.406,llm_feedback,m10_byte3_255_01000000,10,0x000a,setSeatHeatingStatus,010000ff,4,3,00000000,00000000,00000000,True,0x81,0x09,error_response,35.398,,00000000,False,True,False,
14:52:03.438,llm_feedback,m10_suffix_zero_00000000,10,0x000a,setSeatHeatingStatus,0000000000,5,1,00000000,00000000,00000000,True,0x80,0x00,normal_response,32.020,00000000,00000000,False,True,False,
